"from";"to"
"stat";"11000002"
"12008174";"12008177"
"12008174";"12008297"
"12008174";"12008176"
"12008174";"12008178"
"12008174";"12008179"
"12008302";"12008307"
"12008302";"12008304"
"12008302";"12008303"
"12008302";"12011798"
"12008302";"12008312"
"12008302";"12011799"
"12008302";"12008315"
"12008302";"12008320"
"12008324";"12008325"
"12008324";"12008326"
"12008324";"12011821"
"12008324";"12008333"
"12008324";"12008329"
"12008324";"12008327"
"12008338";"12008348"
"12008338";"12008343"
"12008338";"12008341"
"12008338";"12008339"
"12008338";"12008340"
"12008352";"12008353"
"12008352";"12008354"
"12008352";"12008355"
"12008352";"12008357"
"12008352";"12008361"
"12008364";"12008365"
"12008364";"12008366"
"12008364";"12008369"
"12008364";"12008374"
"12008364";"12008378"
"12008364";"12008383"
"12008364";"12008387"
"12008394";"12008395"
"12008394";"12008396"
"12008394";"12008399"
"12008394";"12008406"
"12008394";"12012373"
"12008417";"12008418"
"12008417";"12012374"
"12008417";"12008427"
"12008417";"12008421"
"12008417";"12008419"
"12008435";"12012375"
"12008435";"12008444"
"12008435";"12008438"
"12008435";"12008437"
"12008435";"12008436"
"12008179";"12008292"
"12008179";"12008291"
"12008179";"12008294"
"12008179";"12008293"
"12008179";"12008180"
"12008179";"12012573"
"12008297";"12008300"
"12008297";"12008298"
"12008297";"12008299"
"12008307";"12008310"
"12008307";"12008311"
"12008307";"12008309"
"12008307";"12008308"
"12008312";"12008313"
"12008312";"12008314"
"12008312";"12011800"
"12008315";"12008317"
"12008315";"12008316"
"12008315";"12008318"
"12008315";"12008319"
"12008320";"12008322"
"12008320";"12008321"
"12008329";"12008332"
"12008329";"12008330"
"12008329";"12008331"
"12008333";"12008334"
"12008333";"12008335"
"12008333";"12008336"
"12011821";"12011829"
"12011821";"12011828"
"12011821";"12011827"
"12011821";"12011826"
"12011821";"12011825"
"12011821";"12011824"
"12011821";"12011823"
"12011821";"12011822"
"12008343";"12008347"
"12008343";"12008346"
"12008343";"12008345"
"12008343";"12008344"
"12008348";"12008349"
"12008348";"12008350"
"12008348";"12008351"
"12008357";"12008358"
"12008357";"12008359"
"12008357";"12008360"
"12008361";"12008363"
"12008361";"12008362"
"12008366";"12008368"
"12008366";"12008367"
"12008369";"12008372"
"12008369";"12008371"
"12008369";"12008370"
"12008374";"12008375"
"12008374";"12008376"
"12008374";"12008377"
"12008378";"12008379"
"12008378";"12008380"
"12008378";"12008381"
"12008383";"12008384"
"12008383";"12008385"
"12008387";"12008388"
"12008387";"12008389"
"12008396";"12008397"
"12008396";"12008398"
"12008399";"12008400"
"12008399";"12008401"
"12008399";"12008402"
"12008399";"12008403"
"12008399";"12008404"
"12008399";"12008405"
"12008406";"12008409"
"12008406";"12008408"
"12008406";"12008407"
"12008421";"12008425"
"12008421";"12008424"
"12008421";"12008423"
"12008421";"12008422"
"12008427";"12008430"
"12008427";"12008429"
"12008427";"12008428"
"12008438";"12008439"
"12008438";"12008440"
"12008438";"12008441"
"12008438";"12008442"
"12008438";"12008443"
"12008444";"12008448"
"12008444";"12008447"
"12008444";"12008446"
"12008444";"12008445"
"stat";"11001021"
"11001021";"12007950"
"11001021";"12008525"
"11001021";"12012198"
"11001021";"12008548"
"11001021";"12008477"
"11001021";"12008510"
"11001021";"12008563"
"12007950";"12008465"
"12007950";"12008472"
"12007950";"12008464"
"12007950";"12008463"
"12008477";"12008495"
"12008477";"12008479"
"12008477";"12008489"
"12008477";"12008499"
"12008477";"12008507"
"12008477";"12008483"
"12008477";"12008478"
"12008477";"12012347"
"12008510";"12011739"
"12008510";"12008518"
"12008510";"12008514"
"12008510";"12008513"
"12008510";"12008512"
"12008510";"12008511"
"12008525";"12008526"
"12008525";"12008537"
"12008525";"12011740"
"12008525";"12012348"
"12008525";"12011851"
"12008525";"12011852"
"12008548";"12008549"
"12008548";"12008550"
"12008548";"12008552"
"12008548";"12008557"
"12008548";"12011857"
"12008563";"12008565"
"12008563";"12008566"
"12008563";"12008567"
"12008563";"12008571"
"12008563";"12011858"
"12008465";"12008466"
"12008465";"12008468"
"12008465";"12008469"
"12008465";"12008467"
"12008472";"12008474"
"12008472";"12008473"
"12008479";"12008480"
"12008479";"12008481"
"12008483";"12008487"
"12008483";"12008486"
"12008483";"12008485"
"12008483";"12008484"
"12008489";"12008491"
"12008489";"12008492"
"12008489";"12008490"
"12008489";"12008493"
"12008495";"12008496"
"12008495";"12008498"
"12008495";"12008497"
"12008499";"12008500"
"12008499";"12008501"
"12008507";"12008509"
"12008507";"12008508"
"12008514";"12008515"
"12008514";"12008516"
"12008514";"12008517"
"12008518";"12008521"
"12008518";"12008520"
"12008518";"12008519"
"12008537";"12008538"
"12008537";"12008539"
"12008537";"12008540"
"12008537";"12008541"
"12011852";"12011853"
"12011852";"12011854"
"12011852";"12011855"
"12011852";"12011856"
"12008552";"12008553"
"12008552";"12008554"
"12008552";"12008555"
"12008557";"12008558"
"12008557";"12008559"
"12008567";"12008568"
"12008567";"12008570"
"12008567";"12008569"
"12008571";"12008573"
"12008571";"12008572"
"stat";"11001022"
"11001022";"12008455"
"11001022";"12008456"
"11001022";"12008585"
"11001022";"12008609"
"11001022";"12008457"
"12008457";"12012937"
"12008457";"12012584"
"12008457";"12012075"
"12008457";"12008458"
"12008585";"12010874"
"12008585";"12008587"
"12008585";"12008597"
"12008585";"12008596"
"12008585";"12008593"
"12008585";"12008598"
"12008609";"12011839"
"12008609";"12012077"
"12008609";"12012076"
"12008458";"12008459"
"12008458";"12008581"
"12008458";"12008460"
"12012937";"12012938"
"12012937";"12012939"
"12012937";"12012940"
"12012937";"12012941"
"12008587";"12011311"
"12008587";"12008588"
"12008587";"12008589"
"12008593";"12008594"
"12008593";"12008595"
"12008596";"12011837"
"12008596";"12010877"
"12008596";"12008602"
"12008597";"12010902"
"12008597";"12010901"
"12008598";"12012586"
"12008598";"12008599"
"12008598";"12008600"
"12010874";"12010879"
"12010874";"12010880"
"12010874";"12012587"
"12011839";"12011842"
"12011839";"12011841"
"12011839";"12011840"
"12012077";"12012078"
"12012077";"12012079"
"12012077";"12012080"
"12012077";"12012101"
"stat";"11001025"
"11001025";"12003211"
"11001025";"12003212"
"11001025";"12003214"
"11001025";"12003213"
"stat";"11001026"
"11001026";"12003215"
"11001026";"12003216"
"11001026";"12003218"
"11001026";"12003217"
"stat";"11001027"
"11001027";"12003208"
"11001027";"12003209"
"11001027";"12003221"
"11001027";"12003210"
"stat";"11001028"
"11001028";"12003222"
"11001028";"12003223"
"11001028";"12003225"
"11001028";"12003224"
"stat";"11001029"
"11001029";"12003219"
"11001029";"12003220"
"11001029";"12003232"
"11001029";"12003231"
"stat";"11001030"
"11001030";"12003184"
"11001030";"12003185"
"11001030";"12003187"
"11001030";"12003186"
"stat";"11001031"
"11001031";"12003188"
"11001031";"12003189"
"11001031";"12003241"
"11001031";"12003190"
"stat";"11001032"
"11001032";"12003242"
"11001032";"12003243"
"11001032";"12003245"
"11001032";"12003244"
"stat";"11001033"
"11001033";"12003233"
"11001033";"12003234"
"11001033";"12003236"
"11001033";"12003235"
"stat";"11001034"
"11001034";"12003237"
"11001034";"12003238"
"11001034";"12003240"
"11001034";"12003239"
"stat";"11001035"
"11001035";"12003251"
"11001035";"12003252"
"11001035";"12003254"
"11001035";"12003253"
"stat";"11001036"
"11001036";"12003226"
"11001036";"12003227"
"11001036";"12003229"
"11001036";"12003228"
"stat";"11001037"
"11001037";"12003230"
"11001037";"12003261"
"11001037";"12003263"
"11001037";"12003262"
"stat";"11001038"
"11001038";"12003264"
"11001038";"12003265"
"11001038";"12003267"
"11001038";"12003266"
"stat";"11001040"
"stat";"11001041"
"stat";"11001042"
"stat";"11001043"
"stat";"11001044"
"11001044";"12003045"
"11001044";"12003049"
"11001044";"12003207"
"11001044";"12003048"
"11001044";"12003047"
"11001044";"12003046"
"12003045";"12003050"
"12003045";"12003191"
"12003046";"12003193"
"12003046";"12003192"
"12003047";"12003196"
"12003047";"12003195"
"12003047";"12003194"
"12003048";"12003199"
"12003048";"12003198"
"12003048";"12003200"
"12003048";"12003202"
"12003048";"12003201"
"12003048";"12003197"
"12003049";"12003206"
"12003049";"12003205"
"12003049";"12003204"
"12003049";"12003203"
"stat";"11001045"
"11001045";"12005332"
"11001045";"12013928"
"11001045";"12013929"
"11001045";"12013930"
"11001045";"12013926"
"11001045";"12005356"
"11001045";"12013925"
"11001045";"12005354"
"12005354";"12005340"
"12005354";"12011507"
"12005354";"12011515"
"12005354";"12011506"
"12005354";"12011514"
"12005354";"12011513"
"12005354";"12011512"
"12005354";"12005336"
"12005354";"12011503"
"12005354";"12011504"
"12005354";"12011502"
"12005354";"12011509"
"12005354";"12011510"
"12005354";"12011511"
"12005354";"12011505"
"12005354";"12011508"
"12013926";"12013927"
"12013926";"12012396"
"12013926";"12005342"
"12013928";"12013933"
"12013928";"12013932"
"12013928";"12011501"
"12013930";"12013931"
"12013930";"12005341"
"12005336";"12012484"
"12005336";"12005338"
"12005340";"12011516"
"12005340";"12005352"
"12005340";"12011543"
"12011502";"12011536"
"12011502";"12011535"
"12011503";"12011517"
"12011503";"12011518"
"12011504";"12010773"
"12011504";"12011533"
"12011504";"12011534"
"12011505";"12011521"
"12011505";"12011522"
"12011506";"12011537"
"12011506";"12011538"
"12011507";"12011525"
"12011507";"12011526"
"12011508";"12011524"
"12011508";"12011523"
"12011508";"12010774"
"12011509";"12011531"
"12011509";"12011532"
"12011510";"12011539"
"12011510";"12011540"
"12011511";"12011520"
"12011511";"12011519"
"12011511";"12010775"
"12011512";"12011529"
"12011512";"12011530"
"12011513";"12011542"
"12011513";"12011541"
"12011514";"12011528"
"12011514";"12011527"
"12005341";"12005343"
"12005341";"12005344"
"12005341";"12005345"
"12005341";"12005346"
"12005341";"12005347"
"12005341";"12005348"
"12005341";"12005349"
"12005341";"12005350"
"12005341";"12005351"
"stat";"11001046"
"11001046";"12006228"
"11001046";"12006233"
"11001046";"12013090"
"11001046";"12006238"
"11001046";"12013089"
"11001046";"12006253"
"11001046";"12006243"
"11001046";"12006248"
"11001046";"12006201"
"12006201";"12012769"
"12006201";"12006205"
"12006228";"12006230"
"12006228";"12012773"
"12006233";"12006235"
"12006233";"12012777"
"12006238";"12006240"
"12006238";"12012780"
"12006243";"12006245"
"12006243";"12012783"
"12006248";"12012786"
"12006248";"12006250"
"12006253";"12012789"
"12006253";"12006255"
"12013089";"12006217"
"12013089";"12006218"
"12013089";"12010964"
"12013090";"12006213"
"12013090";"12006224"
"12013090";"12011367"
"12006205";"12012772"
"12006205";"12012771"
"12006205";"12012770"
"12006230";"12012775"
"12006230";"12012776"
"12006235";"12012778"
"12006235";"12012779"
"12006240";"12012781"
"12006240";"12012782"
"12006245";"12012784"
"12006245";"12012785"
"12006250";"12012787"
"12006250";"12012788"
"12006255";"12012791"
"12006255";"12012790"
"12006218";"12013087"
"12006218";"12013088"
"12010964";"12006222"
"12010964";"12006227"
"12010964";"12010965"
"12006213";"12006216"
"12006213";"12013086"
"12006224";"12006226"
"12006224";"12006225"
"12011367";"12006223"
"12011367";"12010963"
"stat";"11001047"
"11001047";"12010064"
"11001047";"12010065"
"11001047";"12012524"
"12010065";"12010067"
"12010065";"12010066"
"stat";"11001048"
"11001048";"12006316"
"12006316";"12011317"
"12006316";"12011316"
"12006316";"12012220"
"12006316";"12012233"
"12006316";"12006320"
"12006316";"12012236"
"12006316";"12006317"
"12006316";"12006301"
"12006316";"12006292"
"12006316";"12006289"
"12006316";"12006286"
"12006286";"12006288"
"12006286";"12006287"
"12006289";"12006290"
"12006289";"12006291"
"12006292";"12006294"
"12006292";"12006293"
"12006301";"12006302"
"12006301";"12006303"
"12006317";"12006318"
"12006317";"12012239"
"12006320";"12006321"
"12006320";"12006322"
"12012220";"12012232"
"12012220";"12012231"
"12012233";"12012235"
"12012233";"12012234"
"12012236";"12012237"
"12012236";"12012238"
"stat";"11001049"
"11001049";"12010071"
"11001049";"12010072"
"11001049";"12010081"
"11001049";"12010077"
"11001049";"12010076"
"12010072";"12010073"
"12010072";"12010074"
"12010081";"12010082"
"12010081";"12010083"
"12010081";"12010084"
"12010081";"12012468"
"12010081";"12010079"
"12010081";"12010075"
"stat";"11001050"
"11001050";"12006261"
"11001050";"12006263"
"12006261";"12006279"
"12006261";"12006283"
"12006261";"12006275"
"12006261";"12006272"
"12006261";"12006264"
"12006272";"12006273"
"12006272";"12006274"
"12006275";"12006278"
"12006275";"12006277"
"12006275";"12006276"
"12006279";"12006280"
"12006279";"12006281"
"12006283";"12006285"
"12006283";"12006284"
"stat";"11001051"
"11001051";"12002250"
"11001051";"12002431"
"11001051";"12002441"
"11001051";"12011246"
"11001051";"12002438"
"12002250";"12002432"
"12002250";"12012633"
"12002250";"12002435"
"12002250";"12002434"
"12002438";"12002439"
"12002438";"12002440"
"12002441";"12002442"
"12002441";"12002443"
"12002432";"12002249"
"12002432";"12002433"
"12002432";"12002444"
"12002432";"12002446"
"12002432";"12002445"
"12002432";"12002462"
"12002432";"12002452"
"12002432";"12002451"
"12002432";"12002450"
"12002432";"12002449"
"12002432";"12002448"
"12002432";"12002447"
"12002432";"12002248"
"12002432";"12002247"
"12002432";"12002246"
"12002435";"12002437"
"12002435";"12002436"
"stat";"11001053"
"11001053";"12004051"
"11001053";"12004080"
"11001053";"12004086"
"11001053";"12004068"
"11001053";"12004060"
"11001053";"12004083"
"11001053";"12004077"
"12004051";"12012445"
"12004051";"12004053"
"12004051";"12004055"
"12004051";"12004056"
"12004051";"12012446"
"12004051";"12004052"
"12004060";"12012448"
"12004060";"12012447"
"12004060";"12004064"
"12004060";"12004063"
"12004068";"12012450"
"12004068";"12012449"
"12004068";"12004073"
"12004068";"12004072"
"12004068";"12004070"
"12004077";"12004078"
"12004077";"12004079"
"12004080";"12004081"
"12004080";"12004082"
"12004083";"12004084"
"12004083";"12004085"
"12004086";"12012452"
"12004086";"12012451"
"12004086";"12011596"
"12004086";"12004090"
"12004086";"12004089"
"stat";"11001054"
"11001054";"12002372"
"11001054";"12002508"
"11001054";"12002375"
"12002372";"12002373"
"12002372";"12002374"
"12002375";"12002377"
"12002375";"12002376"
"12002508";"12002496"
"12002508";"12002509"
"12002508";"12002474"
"12002508";"12002485"
"12002508";"12002378"
"12002378";"12002379"
"12002378";"12002472"
"12002378";"12002473"
"12002378";"12002380"
"12002378";"12002471"
"12002474";"12002477"
"12002474";"12002475"
"12002474";"12002478"
"12002474";"12002476"
"12002474";"12011598"
"12002474";"12002479"
"12002474";"12011597"
"12002474";"12002483"
"12002485";"12011600"
"12002485";"12002486"
"12002485";"12011599"
"12002485";"12002487"
"12002485";"12002494"
"12002485";"12002490"
"12002485";"12002489"
"12002485";"12002488"
"12002496";"12002497"
"12002496";"12002498"
"12002496";"12002500"
"12002496";"12002502"
"12002496";"12002505"
"12002496";"12011603"
"12002496";"12011602"
"12002496";"12011601"
"12002509";"12002510"
"12002509";"12002511"
"12002509";"12002512"
"12002509";"12002514"
"12002509";"12002515"
"12002509";"12002517"
"12002509";"12002518"
"12002509";"12011604"
"stat";"11001055"
"11001055";"12002198"
"11001055";"12002195"
"11001055";"12002192"
"12002192";"12002193"
"12002192";"12002194"
"12002195";"12002197"
"12002195";"12002196"
"12002198";"12002205"
"12002198";"12002211"
"12002198";"12002217"
"12002198";"12002223"
"12002198";"12002199"
"12002199";"12002200"
"12002199";"12011568"
"12002199";"12011569"
"12002205";"12011571"
"12002205";"12011570"
"12002205";"12002206"
"12002211";"12011573"
"12002211";"12011572"
"12002211";"12002212"
"12002217";"12002219"
"12002217";"12011574"
"12002217";"12011575"
"12002223";"12011576"
"12002223";"12011577"
"stat";"11001056"
"11001056";"12002147"
"11001056";"12002144"
"11001056";"12002141"
"12002141";"12002142"
"12002141";"12002143"
"12002144";"12012173"
"12002144";"12002145"
"12002147";"12002163"
"12002147";"12012901"
"12002147";"12002169"
"12002147";"12011582"
"12002147";"12002154"
"12002154";"12002159"
"12002154";"12012174"
"12002154";"12012175"
"12002163";"12012131"
"12002163";"12012100"
"12002163";"12012485"
"12002169";"12011550"
"12002169";"12011581"
"12011582";"12011547"
"12011582";"12011546"
"stat";"11001057"
"11001057";"12001658"
"11001057";"12012499"
"11001057";"12012500"
"12001658";"12001662"
"12001658";"12001660"
"12001658";"12001661"
"12001658";"12001659"
"12001659";"12001666"
"12001659";"12011563"
"12001660";"12001671"
"12001660";"12011564"
"12001661";"12001674"
"12001661";"12001673"
"12001661";"12001672"
"12001662";"12012498"
"12001662";"12001676"
"12001662";"12001675"
"stat";"11001058"
"11001058";"12002337"
"11001058";"12013829"
"11001058";"12002350"
"11001058";"12002346"
"11001058";"12002358"
"11001058";"12002309"
"12002309";"12012980"
"12002309";"12013825"
"12002309";"12012991"
"12002337";"12002343"
"12002337";"12002345"
"12002337";"12002342"
"12002346";"12013826"
"12002346";"12002347"
"12002350";"12013827"
"12002350";"12012994"
"12002350";"12012993"
"12002358";"12012995"
"12002358";"12011594"
"12002358";"12013828"
"12013829";"12013911"
"12013829";"12013830"
"stat";"11001059"
"11001059";"12001595"
"11001059";"12001707"
"11001059";"12001710"
"12001595";"12001596"
"12001595";"12001704"
"12001595";"12001696"
"12001595";"12001691"
"12001595";"12001700"
"12001707";"12001708"
"12001707";"12001709"
"12001710";"12001711"
"12001710";"12001712"
"12001596";"12012954"
"12001596";"12012953"
"12001691";"12011565"
"12001691";"12001692"
"12001691";"12001693"
"12001696";"12001698"
"12001696";"12001699"
"12001696";"12001697"
"12001700";"12011567"
"12001700";"12011191"
"12001700";"12011566"
"12001704";"12001706"
"12001704";"12001705"
"stat";"11001060"
"11001060";"12002387"
"11001060";"12002396"
"11001060";"12012960"
"11001060";"12002391"
"11001060";"12002381"
"11001060";"12002325"
"12002325";"12002326"
"12002325";"12012955"
"12002325";"12012486"
"12002381";"12012956"
"12002381";"12002386"
"12002381";"12002382"
"12002387";"12002388"
"12002387";"12012957"
"12002391";"12002394"
"12002391";"12011497"
"12002391";"12002392"
"12002396";"12012958"
"12002396";"12002397"
"12002396";"12012959"
"12012960";"12002404"
"12012960";"12012981"
"12012960";"12012982"
"stat";"11001061"
"11001061";"12005477"
"11001061";"12005480"
"11001061";"12005456"
"12005456";"12005457"
"12005456";"12005459"
"12005456";"12005461"
"12005456";"12005472"
"12005456";"12005467"
"12005477";"12005479"
"12005477";"12005478"
"12005480";"12005481"
"12005480";"12005452"
"12005457";"12005458"
"12005457";"12005460"
"12005459";"12005463"
"12005459";"12005455"
"12005459";"12005454"
"12005459";"12005453"
"12005461";"12005466"
"12005461";"12005465"
"12005461";"12005464"
"12005461";"12005462"
"12005467";"12005468"
"12005467";"12005469"
"12005467";"12011496"
"12005472";"12005473"
"12005472";"12005474"
"12005472";"12005475"
"12005472";"12005476"
"stat";"11001062"
"11001062";"12001554"
"11001062";"12001647"
"11001062";"12012846"
"12001554";"12001555"
"12001554";"12001557"
"12001554";"12001559"
"12001554";"12001556"
"12001554";"12001651"
"12001647";"12001655"
"12001647";"12001656"
"12001555";"12001648"
"12001555";"12001643"
"12001555";"12011579"
"12001555";"12001560"
"12001556";"12011578"
"12001556";"12001649"
"12001557";"12011611"
"12001557";"12011612"
"12001559";"12001634"
"12001559";"12001646"
"12001559";"12001652"
"12001559";"12011580"
"12001651";"12001558"
"12001651";"12001636"
"12001651";"12001641"
"12001651";"12001645"
"12001651";"12001653"
"stat";"11001063"
"11001063";"12001626"
"11001063";"12001754"
"11001063";"12001757"
"12001626";"12001746"
"12001626";"12012488"
"12001626";"12001738"
"12001626";"12001733"
"12001626";"12001725"
"12001626";"12001627"
"12001754";"12001756"
"12001754";"12001755"
"12001757";"12001759"
"12001757";"12001758"
"12001627";"12001628"
"12001627";"12011584"
"12001627";"12011583"
"12001627";"12001724"
"12001627";"12001723"
"12001725";"12011586"
"12001725";"12011585"
"12001725";"12001731"
"12001725";"12001726"
"12001733";"12001734"
"12001733";"12001737"
"12001733";"12001735"
"12001733";"12001736"
"12001738";"12001739"
"12001738";"12011587"
"12001738";"12011588"
"12001738";"12001744"
"12001746";"12001753"
"12001746";"12001752"
"12001746";"12001747"
"12001746";"12011589"
"12001746";"12011590"
"stat";"11001064"
"11001064";"12001343"
"11001064";"12001606"
"11001064";"12001350"
"11001064";"12001616"
"11001064";"12001611"
"11001064";"12001622"
"11001064";"12001346"
"12001343";"12001344"
"12001343";"12001345"
"12001346";"12001347"
"12001346";"12001348"
"12001350";"12001601"
"12001350";"12001605"
"12001350";"12001602"
"12001350";"12001603"
"12001350";"12001604"
"12001606";"12001608"
"12001606";"12001609"
"12001606";"12001610"
"12001606";"12001607"
"12001611";"12012668"
"12001611";"12001615"
"12001611";"12001612"
"12001616";"12001618"
"12001616";"12001617"
"12001616";"12001621"
"12001616";"12011613"
"12001622";"12001623"
"12001622";"12001624"
"12001622";"12001625"
"stat";"11001065"
"11001065";"12001683"
"11001065";"12001769"
"11001065";"12001792"
"11001065";"12001761"
"11001065";"12001777"
"11001065";"12001784"
"11001065";"12001686"
"12001683";"12001684"
"12001683";"12001685"
"12001686";"12001688"
"12001686";"12001687"
"12001761";"12012983"
"12001761";"12012984"
"12001761";"12011990"
"12001761";"12001766"
"12001769";"12001770"
"12001769";"12001771"
"12001769";"12001774"
"12001769";"12011621"
"12001769";"12012501"
"12001777";"12011622"
"12001777";"12012502"
"12001777";"12011623"
"12001784";"12012985"
"12001784";"12012011"
"12001784";"12001790"
"12001784";"12001789"
"12001784";"12001788"
"12001792";"12001796"
"12001792";"12001797"
"12001792";"12001798"
"12001792";"12012012"
"12001792";"12012986"
"stat";"11001066"
"11001066";"12002262"
"11001066";"12002318"
"11001066";"12002321"
"11001066";"12011382"
"12002262";"12002263"
"12002262";"12002266"
"12002262";"12002312"
"12002262";"12002315"
"12002262";"12002269"
"12002318";"12002319"
"12002318";"12002320"
"12002321";"12002322"
"12002321";"12002323"
"12002263";"12002265"
"12002263";"12002264"
"12002266";"12002268"
"12002266";"12002267"
"12002269";"12002311"
"12002269";"12002270"
"12002312";"12002313"
"12002312";"12002314"
"12002315";"12002316"
"12002315";"12002317"
"stat";"11001067"
"11001067";"12002689"
"11001067";"12002731"
"11001067";"12011127"
"11001067";"12012506"
"11001067";"12011126"
"11001067";"12002710"
"11001067";"12002738"
"11001067";"12011385"
"12002689";"12002707"
"12002689";"12002694"
"12002689";"12002708"
"12002689";"12010661"
"12002689";"12002703"
"12002689";"12002690"
"12002710";"12011386"
"12002710";"12011996"
"12002710";"12002711"
"12002710";"12002725"
"12002710";"12002720"
"12002710";"12002716"
"12002731";"12002733"
"12002731";"12012505"
"12002731";"12011433"
"12002731";"12002732"
"12002738";"12012996"
"12002738";"12011606"
"12002738";"12002682"
"12002738";"12002673"
"12002738";"12011383"
"12012506";"12012507"
"12012506";"12012508"
"12012506";"12012509"
"12012506";"12012510"
"12012506";"12012514"
"12002690";"12002693"
"12002690";"12002692"
"12002690";"12002691"
"12002694";"12002700"
"12002694";"12002699"
"12002694";"12002698"
"12002694";"12002697"
"12002694";"12002701"
"12002694";"12002696"
"12002694";"12002695"
"12002694";"12002702"
"12002703";"12002705"
"12002703";"12002704"
"12002711";"12002715"
"12002711";"12002714"
"12002711";"12002713"
"12002711";"12002712"
"12002716";"12002718"
"12002716";"12002719"
"12002720";"12011608"
"12002720";"12002724"
"12002720";"12002723"
"12002720";"12002722"
"12002720";"12002721"
"12002725";"12002726"
"12002725";"12002727"
"12011386";"12002729"
"12011386";"12011387"
"12011996";"12011998"
"12011996";"12011997"
"12002732";"12002734"
"12002732";"12002736"
"12002732";"12002737"
"12011433";"12011388"
"12011433";"12002735"
"12002682";"12002683"
"12002682";"12002684"
"12002682";"12002687"
"12002682";"12002686"
"12011606";"12011607"
"12011606";"12002681"
"12011606";"12002680"
"12011606";"12002678"
"12012996";"12012504"
"12012996";"12012503"
"12012996";"12002688"
"12012510";"12012513"
"12012510";"12012512"
"12012510";"12012511"
"12012514";"12012517"
"12012514";"12012516"
"12012514";"12012515"
"stat";"11001068"
"11001068";"12003247"
"11001068";"12003249"
"11001068";"12012204"
"11001068";"12003248"
"stat";"11001069"
"11001069";"12005648"
"11001069";"12005695"
"11001069";"12005635"
"11001069";"12005765"
"11001069";"12005756"
"11001069";"12005677"
"11001069";"12005712"
"11001069";"12005632"
"11001069";"12005738"
"11001069";"12005659"
"11001069";"12005767"
"11001069";"12005691"
"11001069";"12005853"
"11001069";"12005625"
"11001069";"12005723"
"11001069";"12005689"
"11001069";"12005662"
"11001069";"12005626"
"11001069";"12005746"
"12005625";"12005634"
"12005625";"12005628"
"12005625";"12005633"
"12005625";"12005645"
"12005626";"12005627"
"12005626";"12005856"
"12005626";"12005638"
"12005626";"12005629"
"12005632";"12005631"
"12005632";"12005630"
"12005635";"12005636"
"12005635";"12005637"
"12005648";"12005849"
"12005648";"12005846"
"12005648";"12005647"
"12005659";"12005649"
"12005659";"12005650"
"12005659";"12005661"
"12005659";"12005380"
"12005659";"12005660"
"12005659";"12005651"
"12005662";"12005664"
"12005662";"12005825"
"12005662";"12005668"
"12005662";"12005663"
"12005662";"12005665"
"12005677";"12005680"
"12005677";"12012963"
"12005677";"12011635"
"12005689";"12005688"
"12005689";"12005687"
"12005689";"12005686"
"12005691";"12005690"
"12005691";"12005692"
"12005691";"12005693"
"12005695";"12005696"
"12005695";"12005707"
"12005695";"12005698"
"12005712";"12005709"
"12005712";"12005708"
"12005712";"12005710"
"12005712";"12005711"
"12005723";"12005724"
"12005723";"12005725"
"12005723";"12005720"
"12005723";"12005721"
"12005738";"12005731"
"12005738";"12005733"
"12005738";"12005737"
"12005738";"12005732"
"12005746";"12005786"
"12005746";"12005783"
"12005746";"12005785"
"12005746";"12005784"
"12005756";"12005750"
"12005756";"12005800"
"12005756";"12005748"
"12005756";"12005747"
"12005765";"12005764"
"12005765";"12005766"
"12005765";"12005757"
"12005765";"12005758"
"12005765";"12005759"
"12005767";"12005769"
"12005767";"12005768"
"12005767";"12005771"
"12005767";"12005770"
"12005853";"12011716"
"12005853";"12011717"
"12005853";"12011718"
"12005628";"12005619"
"12005628";"12005620"
"12005628";"12005621"
"12005633";"12005643"
"12005633";"12005644"
"12005634";"12005639"
"12005634";"12005640"
"12005645";"12005624"
"12005645";"12005623"
"12005645";"12005851"
"12005627";"12005622"
"12005627";"12005641"
"12005629";"12005617"
"12005629";"12005618"
"12005629";"12010913"
"12005856";"12005852"
"12005856";"12005642"
"12005846";"12012967"
"12005846";"12012968"
"12005849";"12005379"
"12005849";"12005850"
"12005849";"12005378"
"12005380";"12005611"
"12005380";"12005612"
"12005380";"12005809"
"12005380";"12005616"
"12005380";"12005615"
"12005380";"12005613"
"12005649";"12010912"
"12005649";"12010860"
"12005649";"12005781"
"12005649";"12005652"
"12005650";"12005658"
"12005650";"12005818"
"12005650";"12005656"
"12005650";"12005657"
"12005650";"12005655"
"12005650";"12005654"
"12005650";"12005816"
"12005650";"12005814"
"12005665";"12005667"
"12005665";"12005666"
"12005668";"12011715"
"12005668";"12011711"
"12005668";"12011704"
"12005668";"12011705"
"12005825";"12011709"
"12005825";"12011710"
"12005825";"12011707"
"12005680";"12005683"
"12005680";"12005682"
"12011635";"12011703"
"12011635";"12011638"
"12011635";"12011639"
"12011635";"12011640"
"12011635";"12011637"
"12005692";"12005372"
"12005692";"12005373"
"12005693";"12005374"
"12005693";"12005375"
"12005693";"12005376"
"12005696";"12005702"
"12005696";"12005701"
"12005696";"12005703"
"12005698";"12005700"
"12005698";"12005697"
"12005710";"12005714"
"12005710";"12005713"
"12005711";"12005719"
"12005711";"12005717"
"12005711";"12005716"
"12005711";"12005715"
"12005721";"12011706"
"12005721";"12005722"
"12005725";"12012965"
"12005725";"12005801"
"12005725";"12005730"
