"id";"nazev";"mista_prac";"mista_sluz";"predstaveny";"id_ext";"urad_zkratka";"urad_nazev";"zkratka";"urad_skupina";"label";"analyticky";"nazev_lower";"categ";"color";"mista_celkem";"dpth";"child_ftes"
"12003667";"odd. dobrov. nástrojů, vědy a výzkumu";"2";"8";"true";"17992993";"MŽP ČR";"Ministerstvo životního prostředí";"322";NA;"odd. dobrov. nástrojů, vědy a výzkumu";TRUE;"odd. dobrov. nástrojů, vědy a výzkumu";"Výzkum";"#00008B";"10";"5";"10"
"12003695";"oddělení právní podpory fondů EU";"0";"4";"true";"9886466";"MŽP ČR";"Ministerstvo životního prostředí";"334";NA;"oddělení právní podpory fondů EU";FALSE;"oddělení právní podpory fondů eu";"ostatní";"none";"4";"5";"4"
"12003599";"odd. metodické a inf. systémů fondů EU";"0";"5";"true";"1077314";"MŽP ČR";"Ministerstvo životního prostředí";"331";NA;"odd. metodické a inf. systémů fondů EU";FALSE;"odd. metodické a inf. systémů fondů eu";"ostatní";"none";"5";"5";"5"
"12003691";"oddělení kontrol a auditů fondů EU";"0";"8";"true";"5717638";"MŽP ČR";"Ministerstvo životního prostředí";"333";NA;"oddělení kontrol a auditů fondů EU";FALSE;"oddělení kontrol a auditů fondů eu";"ostatní";"none";"8";"5";"8"
"12003596";"odd. fin. a tech. pomoci fondů EU";"0";"10";"true";"1077294";"MŽP ČR";"Ministerstvo životního prostředí";"332";NA;"odd. fin. a tech. pomoci fondů EU";FALSE;"odd. fin. a tech. pomoci fondů eu";"ostatní";"none";"10";"5";"10"
"12003696";"oddělení implementace projektů fondů EU";"0";"6";"true";"9886471";"MŽP ČR";"Ministerstvo životního prostředí";"335";NA;"oddělení implementace projektů fondů EU";FALSE;"oddělení implementace projektů fondů eu";"ostatní";"none";"6";"5";"6"
"12003676";"oddělení monitoringu a evaluací fondů EU";"0";"7";"true";"23802900";"MŽP ČR";"Ministerstvo životního prostředí";"336";NA;"oddělení monitoringu a evaluací fondů EU";TRUE;"oddělení monitoringu a evaluací fondů eu";"Analýzy a evaluace";"#8B008B";"7";"5";"7"
"12012414";"odd. koordinace spravedlivé transformace";"0";"6";"true";"60876352";"MŽP ČR";"Ministerstvo životního prostředí";"313";NA;"odd. koordinace spravedlivé transformace";FALSE;"odd. koordinace spravedlivé transformace";"ostatní";"none";"6";"5";"6"
"12013665";"oddělení řízení OPST";"0";"5";"true";"61858689";"MŽP ČR";"Ministerstvo životního prostředí";"312";NA;"oddělení řízení OPST";FALSE;"oddělení řízení opst";"ostatní";"none";"5";"5";"5"
"12011979";"odd. metodiky spravedlivé transformace";"0";"7";"true";"59758460";"MŽP ČR";"Ministerstvo životního prostředí";"311";NA;"odd. metodiky spravedlivé transformace";FALSE;"odd. metodiky spravedlivé transformace";"ostatní";"none";"7";"5";"7"
"12012767";"oddělení financování Nové zelené úsporám";"3";"3";"true";"61513782";"MŽP ČR";"Ministerstvo životního prostředí";"342";NA;"oddělení financování Nové zelené úsporám";FALSE;"oddělení financování nové zelené úsporám";"ostatní";"none";"6";"5";"6"
"12012766";"oddělení Modernizačního fondu a nástrojů";"3";"2";"true";"61513781";"MŽP ČR";"Ministerstvo životního prostředí";"341";NA;"oddělení Modernizačního fondu a nástrojů";FALSE;"oddělení modernizačního fondu a nástrojů";"ostatní";"none";"5";"5";"5"
"12003685";"oddělení personální";"0";"8";"true";"32571714";"MŽP ČR";"Ministerstvo životního prostředí";"261";NA;"oddělení personální";FALSE;"oddělení personální";"ostatní";"none";"8";"5";"8"
"12003675";"oddělení vzdělávání a péče o zaměstnance";"3";"4";"true";"21767572";"MŽP ČR";"Ministerstvo životního prostředí";"262";NA;"oddělení vzdělávání a péče o zaměstnance";FALSE;"oddělení vzdělávání a péče o zaměstnance";"ostatní";"none";"7";"5";"7"
"12003653";"oddělení Brno 1";"0";"7";"true";"1077590";"MŽP ČR";"Ministerstvo životního prostředí";"241";NA;"oddělení Brno 1";FALSE;"oddělení brno 1";"ostatní";"none";"7";"5";"7"
"12003573";"oddělení Brno 2";"0";"4";"true";"1077182";"MŽP ČR";"Ministerstvo životního prostředí";"242";NA;"oddělení Brno 2";FALSE;"oddělení brno 2";"ostatní";"none";"4";"5";"4"
"12003664";"oddělení technické legislativy";"0";"5";"true";"1425708";"MŽP ČR";"Ministerstvo životního prostředí";"282";NA;"oddělení technické legislativy";FALSE;"oddělení technické legislativy";"ostatní";"none";"5";"5";"5"
"12003663";"odd. horizontální a ekosyst. legislativy";"0";"5";"true";"1425706";"MŽP ČR";"Ministerstvo životního prostředí";"281";NA;"odd. horizontální a ekosyst. legislativy";FALSE;"odd. horizontální a ekosyst. legislativy";"ostatní";"none";"5";"5";"5"
"12003666";"sekretariát rozkladové komise";"0";"5";"true";"1425712";"MŽP ČR";"Ministerstvo životního prostředí";"291";NA;"sekretariát rozkladové komise";FALSE;"sekretariát rozkladové komise";"ostatní";"none";"5";"5";"5"
"12003674";"oddělení právní a řízení státní správy";"0";"6";"true";"20520357";"MŽP ČR";"Ministerstvo životního prostředí";"292";NA;"oddělení právní a řízení státní správy";FALSE;"oddělení právní a řízení státní správy";"ostatní";"none";"6";"5";"6"
"12012754";"oddělení Praha";"0";"12";"true";"61507549";"MŽP ČR";"Ministerstvo životního prostředí";"211";NA;"oddělení Praha";FALSE;"oddělení praha";"ostatní";"none";"12";"5";"12"
"12012755";"oddělení České Budějovice";"0";"9";"true";"61507550";"MŽP ČR";"Ministerstvo životního prostředí";"212";NA;"oddělení České Budějovice";FALSE;"oddělení české budějovice";"ostatní";"none";"9";"5";"9"
"12012757";"oddělení Plzeň";"0";"7";"true";"61513583";"MŽP ČR";"Ministerstvo životního prostředí";"222";NA;"oddělení Plzeň";FALSE;"oddělení plzeň";"ostatní";"none";"7";"5";"7"
"12003646";"oddělení Chomutov";"0";"10";"true";"1077576";"MŽP ČR";"Ministerstvo životního prostředí";"221";NA;"oddělení Chomutov";FALSE;"oddělení chomutov";"ostatní";"none";"10";"5";"10"
"12012759";"oddělení Hradec Králové";"1";"4";"true";"61513586";"MŽP ČR";"Ministerstvo životního prostředí";"231";NA;"oddělení Hradec Králové";FALSE;"oddělení hradec králové";"ostatní";"none";"5";"5";"5"
"12012760";"oddělení Liberec";"1";"8";"true";"61513587";"MŽP ČR";"Ministerstvo životního prostředí";"232";NA;"oddělení Liberec";FALSE;"oddělení liberec";"ostatní";"none";"9";"5";"9"
"12012763";"oddělení Olomouc";"0";"7";"true";"61513591";"MŽP ČR";"Ministerstvo životního prostředí";"252";NA;"oddělení Olomouc";FALSE;"oddělení olomouc";"ostatní";"none";"7";"5";"7"
"12012762";"oddělení Ostrava";"0";"9";"true";"61513590";"MŽP ČR";"Ministerstvo životního prostředí";"251";NA;"oddělení Ostrava";FALSE;"oddělení ostrava";"ostatní";"none";"9";"5";"9"
"12013061";"oddělení ,podpory výkonu služby a intern";"1";"3";"true";"61630799";"MŽP ČR";"Ministerstvo životního prostředí";"272";NA;"oddělení ,podpory výkonu služby a intern";FALSE;"oddělení ,podpory výkonu služby a intern";"ostatní";"none";"4";"5";"4"
"12012342";"oddělení veřejnosprávní kontroly a řízen";"1";"2";"true";"60736968";"MŽP ČR";"Ministerstvo životního prostředí";"271";NA;"oddělení veřejnosprávní kontroly a řízen";FALSE;"oddělení veřejnosprávní kontroly a řízen";"ostatní";"none";"3";"5";"3"
"12003579";"oddělení maloplošných chráněných území";"0";"3";"true";"1077200";"MŽP ČR";"Ministerstvo životního prostředí";"621";NA;"oddělení maloplošných chráněných území";FALSE;"oddělení maloplošných chráněných území";"ostatní";"none";"3";"5";"3"
"12003580";"oddělení chráněných krajinných oblastí";"0";"3";"true";"1077202";"MŽP ČR";"Ministerstvo životního prostředí";"622";NA;"oddělení chráněných krajinných oblastí";FALSE;"oddělení chráněných krajinných oblastí";"ostatní";"none";"3";"5";"3"
"12003581";"oddělení národních parků";"0";"3";"true";"1077204";"MŽP ČR";"Ministerstvo životního prostředí";"623";NA;"oddělení národních parků";FALSE;"oddělení národních parků";"ostatní";"none";"3";"5";"3"
"12003583";"oddělení druhové ochrany";"5";"4";"true";"1077208";"MŽP ČR";"Ministerstvo životního prostředí";"632";NA;"oddělení druhové ochrany";FALSE;"oddělení druhové ochrany";"ostatní";"none";"9";"5";"9"
"12003582";"oddělení mezinárodních úmluv";"0";"6";"true";"1077206";"MŽP ČR";"Ministerstvo životního prostředí";"631";NA;"oddělení mezinárodních úmluv";FALSE;"oddělení mezinárodních úmluv";"ostatní";"none";"6";"5";"6"
"12003670";"oddělení soustavy NATURA 2000";"4";"6";"true";"2024211";"MŽP ČR";"Ministerstvo životního prostředí";"633";NA;"oddělení soustavy NATURA 2000";FALSE;"oddělení soustavy natura 2000";"ostatní";"none";"10";"5";"10"
"12003655";"odd. mez. spol., plán. a ochr. před povo";"0";"7";"true";"10902561";"MŽP ČR";"Ministerstvo životního prostředí";"642";NA;"odd. mez. spol., plán. a ochr. před povo";FALSE;"odd. mez. spol., plán. a ochr. před povo";"ostatní";"none";"7";"5";"7"
"12003601";"oddělení ochrany vod";"0";"5";"true";"1077358";"MŽP ČR";"Ministerstvo životního prostředí";"641";NA;"oddělení ochrany vod";FALSE;"oddělení ochrany vod";"ostatní";"none";"5";"5";"5"
"12003607";"oddělení ochrany zemědělské půdy";"0";"5";"true";"1077390";"MŽP ČR";"Ministerstvo životního prostředí";"614";NA;"oddělení ochrany zemědělské půdy";FALSE;"oddělení ochrany zemědělské půdy";"ostatní";"none";"5";"5";"5"
"12003608";"odd. vody v krajině a adaptace na změnu";"1";"4";"true";"1077400";"MŽP ČR";"Ministerstvo životního prostředí";"612";NA;"odd. vody v krajině a adaptace na změnu";FALSE;"odd. vody v krajině a adaptace na změnu";"ostatní";"none";"5";"5";"5"
"12003609";"odd. obecné ochrany přírody a krajiny";"1";"5";"true";"1077406";"MŽP ČR";"Ministerstvo životního prostředí";"611";NA;"odd. obecné ochrany přírody a krajiny";FALSE;"odd. obecné ochrany přírody a krajiny";"ostatní";"none";"6";"5";"6"
"12003610";"odd. krajin. programů";"0";"6";"true";"1077410";"MŽP ČR";"Ministerstvo životního prostředí";"613";NA;"odd. krajin. programů";FALSE;"odd. krajin. programů";"ostatní";"none";"6";"5";"6"
"12003585";"oddělení geofaktorů a geologických prací";"0";"5";"true";"1077218";"MŽP ČR";"Ministerstvo životního prostředí";"661";NA;"oddělení geofaktorů a geologických prací";FALSE;"oddělení geofaktorů a geologických prací";"ostatní";"none";"5";"5";"5"
"12003586";"oddělení nerostných zdrojů";"0";"3";"true";"1077220";"MŽP ČR";"Ministerstvo životního prostředí";"662";NA;"oddělení nerostných zdrojů";FALSE;"oddělení nerostných zdrojů";"ostatní";"none";"3";"5";"3"
"12003603";"odd. prevence rizik a chemické bezp.";"0";"3";"true";"1077376";"MŽP ČR";"Ministerstvo životního prostředí";"751";NA;"odd. prevence rizik a chemické bezp.";FALSE;"odd. prevence rizik a chemické bezp.";"ostatní";"none";"3";"5";"3"
"12003659";"oddělení sanace";"0";"4";"true";"1359268";"MŽP ČR";"Ministerstvo životního prostředí";"752";NA;"oddělení sanace";FALSE;"oddělení sanace";"ostatní";"none";"4";"5";"4"
"12003678";"odd. geneticky modifikovaných organismů";"0";"3";"true";"28018774";"MŽP ČR";"Ministerstvo životního prostředí";"753";NA;"odd. geneticky modifikovaných organismů";FALSE;"odd. geneticky modifikovaných organismů";"ostatní";"none";"3";"5";"3"
"12003611";"oddělení mezistátní EIA";"0";"7";"true";"1077416";"MŽP ČR";"Ministerstvo životního prostředí";"712";NA;"oddělení mezistátní EIA";FALSE;"oddělení mezistátní eia";"ostatní";"none";"7";"5";"7"
"12003612";"oddělení metodiky a projektové EIA";"0";"8";"true";"1077418";"MŽP ČR";"Ministerstvo životního prostředí";"713";NA;"oddělení metodiky a projektové EIA";FALSE;"oddělení metodiky a projektové eia";"ostatní";"none";"8";"5";"8"
"12003628";"oddělení IPPC a IRZ";"0";"4";"true";"1077534";"MŽP ČR";"Ministerstvo životního prostředí";"714";NA;"oddělení IPPC a IRZ";FALSE;"oddělení ippc a irz";"ostatní";"none";"4";"5";"4"
"12003587";"oddělení SEA";"0";"4";"true";"1077242";"MŽP ČR";"Ministerstvo životního prostředí";"711";NA;"oddělení SEA";FALSE;"oddělení sea";"ostatní";"none";"4";"5";"4"
"12003690";"oddělení dvoustranné spolupráce";"1";"4";"true";"5206329";"MŽP ČR";"Ministerstvo životního prostředí";"732";NA;"oddělení dvoustranné spolupráce";FALSE;"oddělení dvoustranné spolupráce";"ostatní";"none";"5";"5";"5"
"12003658";"oddělení infringementu";"0";"3";"true";"12565155";"MŽP ČR";"Ministerstvo životního prostředí";"734";NA;"oddělení infringementu";FALSE;"oddělení infringementu";"ostatní";"none";"3";"5";"3"
"12003627";"oddělení Evropské unie";"0";"5";"true";"1077520";"MŽP ČR";"Ministerstvo životního prostředí";"731";NA;"oddělení Evropské unie";FALSE;"oddělení evropské unie";"ostatní";"none";"5";"5";"5"
"12003624";"oddělení mnohostranných vztahů";"0";"5";"true";"1077510";"MŽP ČR";"Ministerstvo životního prostředí";"733";NA;"oddělení mnohostranných vztahů";FALSE;"oddělení mnohostranných vztahů";"ostatní";"none";"5";"5";"5"
"12003629";"oddělení přeshraničního pohybu odpadů";"0";"5";"true";"1077536";"MŽP ČR";"Ministerstvo životního prostředí";"741";NA;"oddělení přeshraničního pohybu odpadů";FALSE;"oddělení přeshraničního pohybu odpadů";"ostatní";"none";"5";"5";"5"
"12012768";"oddělení recyklace a strategie přechodu";"0";"4";"true";"61513815";"MŽP ČR";"Ministerstvo životního prostředí";"744";NA;"oddělení recyklace a strategie přechodu";FALSE;"oddělení recyklace a strategie přechodu";"Strategie, politiky, koncepce";"#CD0000";"4";"5";"4"
"12003631";"oddělení zpětného odběru";"0";"3";"true";"1077540";"MŽP ČR";"Ministerstvo životního prostředí";"743";NA;"oddělení zpětného odběru";FALSE;"oddělení zpětného odběru";"ostatní";"none";"3";"5";"3"
"12003630";"oddělení metodiky a technologie";"0";"7";"true";"1077538";"MŽP ČR";"Ministerstvo životního prostředí";"742";NA;"oddělení metodiky a technologie";FALSE;"oddělení metodiky a technologie";"ostatní";"none";"7";"5";"7"
"12003616";"oddělení energetiky a ochrany klimatu";"0";"5";"true";"1077456";"MŽP ČR";"Ministerstvo životního prostředí";"812";NA;"oddělení energetiky a ochrany klimatu";FALSE;"oddělení energetiky a ochrany klimatu";"ostatní";"none";"5";"5";"5"
"12003615";"oddělení obchodování s emisemi";"0";"6";"true";"1077454";"MŽP ČR";"Ministerstvo životního prostředí";"811";NA;"oddělení obchodování s emisemi";FALSE;"oddělení obchodování s emisemi";"ostatní";"none";"6";"5";"6"
"12003656";"oddělení technologických zdrojů";"0";"4";"true";"11203307";"MŽP ČR";"Ministerstvo životního prostředí";"823";NA;"oddělení technologických zdrojů";FALSE;"oddělení technologických zdrojů";"ostatní";"none";"4";"5";"4"
"12003619";"oddělení spalovacích zdrojů a paliv";"0";"4";"true";"1077462";"MŽP ČR";"Ministerstvo životního prostředí";"822";NA;"oddělení spalovacích zdrojů a paliv";FALSE;"oddělení spalovacích zdrojů a paliv";"ostatní";"none";"4";"5";"4"
"12003618";"oddělení kvality ovzduší";"0";"4";"true";"1077460";"MŽP ČR";"Ministerstvo životního prostředí";"821";NA;"oddělení kvality ovzduší";FALSE;"oddělení kvality ovzduší";"ostatní";"none";"4";"5";"4"
"12003680";"oddělení ekonomických analýz";"0";"7";"true";"30393151";"MŽP ČR";"Ministerstvo životního prostředí";"843";NA;"oddělení ekonomických analýz";TRUE;"oddělení ekonomických analýz";"Analýzy a evaluace";"#8B008B";"7";"5";"7"
"12003683";"odd. politiky a strategií ŽP";"0";"7";"true";"32567984";"MŽP ČR";"Ministerstvo životního prostředí";"841";NA;"odd. politiky a strategií ŽP";FALSE;"odd. politiky a strategií žp";"Strategie, politiky, koncepce";"#CD0000";"7";"5";"7"
"12011152";"odd. udržitelného rozvoje";"3";"2";"true";"52735024";"MŽP ČR";"Ministerstvo životního prostředí";"842";NA;"odd. udržitelného rozvoje";FALSE;"odd. udržitelného rozvoje";"ostatní";"none";"5";"5";"5"
"12013063";"oddělení dekarbonizace průmyslu a energe";"0";"6";"true";"61647394";"MŽP ČR";"Ministerstvo životního prostředí";"851";NA;"oddělení dekarbonizace průmyslu a energe";FALSE;"oddělení dekarbonizace průmyslu a energe";"ostatní";"none";"6";"5";"6"
"12013064";"oddělení dekarbonizace budov a dopravy";"0";"5";"true";"61647395";"MŽP ČR";"Ministerstvo životního prostředí";"852";NA;"oddělení dekarbonizace budov a dopravy";FALSE;"oddělení dekarbonizace budov a dopravy";"ostatní";"none";"5";"5";"5"
"12003590";"oddělení rozpočtu kapitoly";"0";"3";"true";"1077278";"MŽP ČR";"Ministerstvo životního prostředí";"121";NA;"oddělení rozpočtu kapitoly";FALSE;"oddělení rozpočtu kapitoly";"ostatní";"none";"3";"5";"3"
"12003673";"oddělení rozpočtu ministerstva";"4";"0";NA;"20439673";"MŽP ČR";"Ministerstvo životního prostředí";"122";NA;"oddělení rozpočtu ministerstva";FALSE;"oddělení rozpočtu ministerstva";"ostatní";"none";"4";"5";"4"
"12003602";"oddělení programového financování";"5";"0";NA;"1077364";"MŽP ČR";"Ministerstvo životního prostředí";"124";NA;"oddělení programového financování";FALSE;"oddělení programového financování";"ostatní";"none";"5";"5";"5"
"12003591";"oddělení účtárny";"7";"0";NA;"1077280";"MŽP ČR";"Ministerstvo životního prostředí";"123";NA;"oddělení účtárny";FALSE;"oddělení účtárny";"ostatní";"none";"7";"5";"7"
"12003621";"oddělení informatiky";"10";"5";"true";"1077480";"MŽP ČR";"Ministerstvo životního prostředí";"111";NA;"oddělení informatiky";FALSE;"oddělení informatiky";"ostatní";"none";"15";"5";"15"
"12003657";"oddělení rozvoje";"1";"3";"true";"11902469";"MŽP ČR";"Ministerstvo životního prostředí";"112";NA;"oddělení rozvoje";FALSE;"oddělení rozvoje";"ostatní";"none";"4";"5";"4"
"12003682";"oddělení správy majetku a autoprovozu";"10";"4";"true";"31975681";"MŽP ČR";"Ministerstvo životního prostředí";"132";NA;"oddělení správy majetku a autoprovozu";FALSE;"oddělení správy majetku a autoprovozu";"ostatní";"none";"14";"5";"14"
"12012492";"oddělení provozu, investic a veřejných z";"2";"6";"true";"61110493";"MŽP ČR";"Ministerstvo životního prostředí";"131";NA;"oddělení provozu, investic a veřejných z";FALSE;"oddělení provozu, investic a veřejných z";"ostatní";"none";"8";"5";"8"
"11000101";"Archiv bezpečnostních složek";"0";"4";"true";"11";"ABS";"Archiv bezpečnostních složek";"ABS";"Ostatní";"Archiv bezpečnostních složek";FALSE;"archiv bezpečnostních složek";"ostatní";"none";"4";"2";"136"
"12004182";"Oddělení archivní fondů, oper.svazků a v";"0";"16";"true";"1";"ABS";"Archiv bezpečnostních složek";"Oddělení OSA";NA;"Oddělení archivní fondů, oper.svazků a v";FALSE;"oddělení archivní fondů, oper.svazků a v";"ostatní";"none";"16";"3";"16"
"12004184";"Oddělení archivních fondů MV ČSR, STB  a";"0";"19";"true";"3";"ABS";"Archiv bezpečnostních složek";"Oddělení MV";NA;"Oddělení archivních fondů MV ČSR, STB  a";FALSE;"oddělení archivních fondů mv čsr, stb  a";"ostatní";"none";"19";"3";"19"
"12004185";"Oddělení agendy zákona č. 262/2011 Sb.";"0";"13";"true";"4";"ABS";"Archiv bezpečnostních složek";"Oddělení 262";NA;"Oddělení agendy zákona č. 262/2011 Sb.";FALSE;"oddělení agendy zákona č. 262/2011 sb.";"ostatní";"none";"13";"3";"13"
"12012915";"Kancelář vedoucího služebního úřadu";"0";"6";"true";"8";"ABS";"Archiv bezpečnostních složek";"Kancelář ved";NA;"Kancelář vedoucího služebního úřadu";FALSE;"kancelář vedoucího služebního úřadu";"ostatní";"none";"6";"3";"6"
"12004188";"Oddělení ekonomiky a provozu";"27";"2";"true";"7";"ABS";"Archiv bezpečnostních složek";"Oddělení EKO";NA;"Oddělení ekonomiky a provozu";FALSE;"oddělení ekonomiky a provozu";"ostatní";"none";"29";"3";"29"
"12004187";"Oddělení IT  evidencí";"14";"0";NA;"6";"ABS";"Archiv bezpečnostních složek";"Oddělení IT";NA;"Oddělení IT  evidencí";FALSE;"oddělení it  evidencí";"ostatní";"none";"14";"3";"14"
"12004186";"Oddělení digitalizace a ochrany archivál";"19";"0";NA;"5";"ABS";"Archiv bezpečnostních složek";"Oddělení dig";NA;"Oddělení digitalizace a ochrany archivál";FALSE;"oddělení digitalizace a ochrany archivál";"ostatní";"none";"19";"3";"19"
"12004183";"Oddělení archivních fondů FMV";"3";"13";"true";"2";"ABS";"Archiv bezpečnostních složek";"Oddělení FMV";NA;"Oddělení archivních fondů FMV";FALSE;"oddělení archivních fondů fmv";"ostatní";"none";"16";"3";"16"
"11000102";"Český báňský úřad";"0";"2";"true";"6156326";"ČBÚ";"Český báňský úřad";"ČBÚ";"Báňské úřady";"Český báňský úřad";FALSE;"český báňský úřad";"ostatní";"none";"2";"2";"50"
"12002746";"Sekce báňské správy";"1";"0";"true";"6156308";"ČBÚ";"Český báňský úřad";"2000_1";NA;"Sekce báňské správy";FALSE;"sekce báňské správy";"ostatní";"none";"1";"3";"43"
"12002748";"Personální oddělení";"0";"3";"true";"6156314";"ČBÚ";"Český báňský úřad";"1200";NA;"Personální oddělení";FALSE;"personální oddělení";"ostatní";"none";"3";"3";"3"
"12002747";"Kancelář úřadu";"2";"0";NA;"6156311";"ČBÚ";"Český báňský úřad";"1100";NA;"Kancelář úřadu";FALSE;"kancelář úřadu";"ostatní";"none";"2";"3";"2"
"12002753";"Odbor správy úhrad a ekonomie";"0";"1";"true";"6156374";"ČBÚ";"Český báňský úřad";"2400";NA;"Odbor správy úhrad a ekonomie";FALSE;"odbor správy úhrad a ekonomie";"ostatní";"none";"1";"4";"13"
"12002751";"Oddělení legislativy";"1";"7";"true";"6156329";"ČBÚ";"Český báňský úřad";"2300";NA;"Oddělení legislativy";FALSE;"oddělení legislativy";"ostatní";"none";"8";"4";"8"
"12002750";"Oddělení výbušnin";"1";"5";"true";"6156323";"ČBÚ";"Český báňský úřad";"2200";NA;"Oddělení výbušnin";FALSE;"oddělení výbušnin";"ostatní";"none";"6";"4";"6"
"12002749";"Odbor hornictví";"1";"0";"true";"6156320";"ČBÚ";"Český báňský úřad";"2100";NA;"Odbor hornictví";FALSE;"odbor hornictví";"ostatní";"none";"1";"4";"15"
"12011954";"2. oddělení";"0";"6";"true";"8461229";"ČBÚ";"Český báňský úřad";"21200";NA;"2. oddělení";FALSE;"2. oddělení";"ostatní";"none";"6";"5";"6"
"12002755";"1. oddělení";"0";"8";"true";"6951664";"ČBÚ";"Český báňský úřad";"2110";NA;"1. oddělení";FALSE;"1. oddělení";"ostatní";"none";"8";"5";"8"
"12002754";"Oddělení hospodářské správy a IT";"7";"0";NA;"6210451";"ČBÚ";"Český báňský úřad";"2420";NA;"Oddělení hospodářské správy a IT";FALSE;"oddělení hospodářské správy a it";"ostatní";"none";"7";"5";"7"
"12002752";"Ekonomické oddělení";"3";"2";"true";"6156335";"ČBÚ";"Český báňský úřad";"2410";NA;"Ekonomické oddělení";FALSE;"ekonomické oddělení";"ostatní";"none";"5";"5";"5"
"11000103";"Český statistický úřad";"0";"4";NA;"54";"ČSÚ";"Český statistický úřad";"ČSÚ";"Ostatní";"Český statistický úřad";FALSE;"český statistický úřad";"Statistika";"#4876FF";"4";"2";"1104"
"12002128";"Odbor legislativy a mezinárodní spoluprá";"1";"0";"true";"9";"ČSÚ";"Český statistický úřad";"1.0.14.00";NA;"Odbor legislativy a mezinárodní spoluprá";FALSE;"odbor legislativy a mezinárodní spoluprá";"ostatní";"none";"1";"3";"13"
"12002120";"Odbor personalistiky a mezd";"0";"1";"true";"82";"ČSÚ";"Český statistický úřad";"1.0.13.00";NA;"Odbor personalistiky a mezd";FALSE;"odbor personalistiky a mezd";"ostatní";"none";"1";"3";"23"
"12002119";"Odbor bezpečnosti a krizového řízení";"0";"0";"true";"81";"ČSÚ";"Český statistický úřad";"1.0.12.00";NA;"Odbor bezpečnosti a krizového řízení";FALSE;"odbor bezpečnosti a krizového řízení";"ostatní";"none";"0";"3";"11"
"12002114";"Odbor komunikace";"1";"0";"true";"75";"ČSÚ";"Český statistický úřad";"1.0.15.00";NA;"Odbor komunikace";FALSE;"odbor komunikace";"ostatní";"none";"1";"3";"13"
"12002095";"Sekce ekonomická a správní";"0";"1";"true";"56";"ČSÚ";"Český statistický úřad";"1.2.00.00";NA;"Sekce ekonomická a správní";FALSE;"sekce ekonomická a správní";"ostatní";"none";"1";"3";"43"
"12002039";"Odbor - Kancelář předsedy";"2";"2";"true";"163";"ČSÚ";"Český statistický úřad";"1.0.11.00";NA;"Odbor - Kancelář předsedy";FALSE;"odbor - kancelář předsedy";"ostatní";"none";"4";"3";"7"
"12002037";"Místopředseda ČSÚ";"0";"0";NA;"161";"ČSÚ";"Český statistický úřad";"2.0.00.00";NA;"Místopředseda ČSÚ";FALSE;"místopředseda čsú";"ostatní";"none";"0";"3";"389"
"12001988";"1. místopředseda ČSÚ";"1";"3";NA;"114";"ČSÚ";"Český statistický úřad";"3.0.00.00";NA;"1. místopředseda ČSÚ";FALSE;"1. místopředseda čsú";"ostatní";"none";"4";"3";"601"
"12002084";"Krajská správa ČSÚ v Českých Budějovicíc";"4";"0";"true";"45";"ČSÚ";"Český statistický úřad";"3.0.73.00";NA;"Krajská správa ČSÚ v Českých Budějovicíc";FALSE;"krajská správa čsú v českých budějovicíc";"ostatní";"none";"4";"4";"53"
"12001715";"Krajská správa ČSÚ v Olomouci";"1";"0";"true";"101";"ČSÚ";"Český statistický úřad";"3.0.83.00";NA;"Krajská správa ČSÚ v Olomouci";FALSE;"krajská správa čsú v olomouci";"ostatní";"none";"1";"4";"22"
"12012579";"Oddělení koordinace datových vstupů";"0";"7";"true";"47913586";"ČSÚ";"Český statistický úřad";"3.0.00.02";NA;"Oddělení koordinace datových vstupů";FALSE;"oddělení koordinace datových vstupů";"ostatní";"none";"7";"4";"7"
"12002103";"Krajská správa ČSÚ v Jihlavě";"1";"0";"true";"64";"ČSÚ";"Český statistický úřad";"3.0.81.00";NA;"Krajská správa ČSÚ v Jihlavě";FALSE;"krajská správa čsú v jihlavě";"ostatní";"none";"1";"4";"20"
"12001998";"Krajská správa ČSÚ ve Zlíně";"1";"0";"true";"123";"ČSÚ";"Český statistický úřad";"3.0.84.00";NA;"Krajská správa ČSÚ ve Zlíně";FALSE;"krajská správa čsú ve zlíně";"ostatní";"none";"1";"4";"20"
"12002096";"Krajská správa ČSÚ v Pardubicích";"1";"0";"true";"57";"ČSÚ";"Český statistický úřad";"3.0.79.00";NA;"Krajská správa ČSÚ v Pardubicích";FALSE;"krajská správa čsú v pardubicích";"ostatní";"none";"1";"4";"19"
"12002005";"Krajská správa ČSÚ v Brně";"4";"0";"true";"13";"ČSÚ";"Český statistický úřad";"3.0.82.00";NA;"Krajská správa ČSÚ v Brně";FALSE;"krajská správa čsú v brně";"ostatní";"none";"4";"4";"87"
"12002080";"Krajská správa ČSÚ v Hradci Králové";"3";"0";"true";"41";"ČSÚ";"Český statistický úřad";"3.0.78.00";NA;"Krajská správa ČSÚ v Hradci Králové";FALSE;"krajská správa čsú v hradci králové";"ostatní";"none";"3";"4";"49"
"12001714";"Krajská správa ČSÚ v Plzni";"3";"0";"true";"100";"ČSÚ";"Český statistický úřad";"3.0.74.00";NA;"Krajská správa ČSÚ v Plzni";FALSE;"krajská správa čsú v plzni";"ostatní";"none";"3";"4";"73"
